ids,lon,lat,kind,location,name,ateco,size,age
6426302,17.30327251,40.94047354,U,Bari, MER MEC S.P.A.,30,grande,5y-10y
6270029,16.5210655,40.73753305,U,Bari, NTL S.R.L.,31,media,5y-10y
129710,16.82056099,41.11312021,U,Bari, SEDIT S.R.L. SERVIZI EDITORIALI,18,media,over20y
1284573,17.0084744,40.99305407,U,Bari, CARTON PACK S.R.L.,17,media,10y-20y
247015,16.80593,41.10474,U,Bari, SICO SOCIETA ITALIANA CARBURO OSSIGENO S.P.A.,20,media,over20y
9096219,16.59764817,41.19750082,U,Bari, MIROGLIO FASHION S.R.L.,14,grande,5y-10y
3771365,16.8686221,41.12525844,U,Bari, LUISA SPAGNOLI S.P.A.,14,grande,10y-20y
41867,16.8704479,41.12271085,U,Bari, VINCENZO ZUCCHI - SOCIETA PER AZIONI,13,grande,over20y
249386,16.85430764,41.09743089,U,Bari, MONDELEZ ITALIA S.R.L.,10,grande,over20y
240461,16.88498792,41.09955461,U,Bari, COSTAN S.P.A.,28,grande,over20y
108619,16.54969,41.21291,U,Bari, ARTSANA - SOCIETA PER AZIONI,32,grande,over20y
488889,16.82555154,41.09270958,U,Bari, THUN S.P.A.,23,media,over20y
58982,16.75345,41.09299,U,Bari, FERROLI S.P.A.,28,grande,over20y
79242,16.86089326,41.12751209,U,Bari, RICCIARELLI S.P.A.,28,media,over20y
933369,16.81039861,41.11552498,S,Bari, PETITPIERRE SUD - S.P.A.,28,media,over20y
554260,16.75108,40.78725,U,Bari, NATUZZI S.P.A.,31,grande,over20y
361613818,16.87174889,41.11929079,S,Bari, SCIANATICO LATERIZI S.R.L.,23,media,2y-5y
12117,16.91873,41.03258,U,Bari, FRIGERIO TENDE DA SOLE S.R.L.,25,media,10y-20y
436269,16.52376845,40.82668079,U,Bari, COMODO ITALIA S.R.L.,31,media,over20y
819808,16.87499235,41.09181205,U,Bari, LADURNER S.R.L.,28,media,over20y
373015,17.0999635,40.94595435,U,Bari,GESSYCA GELATI CIAO GELATI - S.R.L.,10,media,over20y
436269,16.52344,40.82482,U,Bari, COMODO ITALIA S.R.L.,31,media,over20y
705219,16.76337905,41.03521383,U,Bari, PRAVISANI S.P.A.,20,media,over20y
311899,16.78695385,41.08619933,S,Bari, GRUPPO TURI S.R.L.,31,media,over20y
434533,16.91365,40.99493,U,Bari, SEGAFREDO-ZANETTI S.P.A. (CON USO ALTERNATIVO DELLA DENOMINAZIONE ABBREVIATA SEGAFREDO S.P.A.),10,media,over20y
275913,16.54969,41.21291,U,Bari, ERREBI - S.P.A.,15,media,over20y
117149,16.866573,41.122082,U,Bari, OLIVETTI S.P.A.,28,grande,over20y
2651631,16.40860365,41.28144795,U,Bari, MONTRONE S.P.A.,10,media,over20y
66053,16.83808605,41.0998803,U,Bari, CARL ZEISS VISION ITALIA S.P.A.,32,grande,over20y
167552,16.84059449,41.10714898,U,Bari, FIRST PLAST S.R.L.,22,media,over20y
51805,16.86953173,41.12368166,U,Bari, MARINA RINALDI S.R.L.,14,grande,over20y
11104564,16.70604,41.00673,U,Bari, SEMENTIFICIO MOLINO DI ROVATO SUD - S.R.L.,10,media,over20y
186093,16.75892,41.10929,U,Bari, MERCK SERONO S.P.A.,21,grande,over20y
160838,16.50694,41.11304,U,Bari, ITEL TELECOMUNICAZIONI S.R.L.,26,media,over20y
547869,16.5210655,40.73753305,U,Bari, ALTAFLEX S.R.L.,31,media,10y-20y
380332,17.28051549,40.96199958,U,Bari, S.R.B. COSTRUZIONI S.R.L.,25,media,over20y
96992,16.84421,40.89573,U,Bari, MAGLIFICIO SANTACATERINA S.P.A.,14,media,over20y
115079,16.79941,41.11156,U,Bari, CHIMPEX INDUSTRIALE SOCIETA PER AZIONI,20,media,over20y
2972956,16.92594285,41.04068812,U,Bari, AGROSFERA - SOC. COOP.,10,media,10y-20y
1301521,16.68978775,40.93523301,U,Bari, TECNOMEC ENGINEERING S.R.L.,25,grande,10y-20y
199260,17.116,40.85404,U,Bari, FRATELLI TOTARO MAGLIFICIO MAFRAT S.P.A IN SIGLA MAFRAT S.P.A .,14,media,over20y
82321,16.87604751,41.10206602,U,Bari, TOTALERG S.P.A.,19,grande,over20y
112016,16.80525823,41.10349732,S,Bari, CHIMICA DEL DOTT. FRANCESCO DAGOSTINO-S.P.A.,20,media,over20y
51805,16.8711617,41.0986308,U,Bari, MARINA RINALDI S.R.L.,14,grande,over20y
564204,16.57364015,41.18828827,U,Bari, COLABETON S.P.A.,23,grande,over20y
612519,16.92376589,40.96037677,U,Bari, GROTTO S.P.A.,14,media,over20y
69771,16.76035,40.89273,U,Bari, GENERAL MEDICAL MERATE - S.P.A.,26,media,over20y
950265,16.78695385,41.08619933,S,Bari, SOFT LINE S.P.A.,31,media,over20y
9034957,17.11998,40.85236,S,Bari, CESARE CONTEGIACOMO - S.P.A.,14,grande,over20y
80058,16.93123257,41.01966431,S,Bari, AGROPUGLIA S.P.A.,22,media,over20y
127394,16.57364015,41.18828827,U,Bari, STEFANEL - S.P.A.,14,grande,over20y
114758,16.92376589,40.96037677,U,Bari, GABEL INDUSTRIA TESSILE S.P.A.,13,grande,over20y
6420572,16.86962519,41.12255487,U,Bari,LO'BY LOVABLE DBAPPAREL ITALIA S.R.L.,14,grande,5y-10y
363639021,16.54969,41.21291,U,Bari, MCS CAVALIERE S.R.L.,14,media,1y-2y
12647,16.77703194,40.94272685,U,Bari, GOLDENGAS - SOCIETA PER AZIONI,19,media,over20y
71988,16.87499235,41.09181205,U,Bari, SCAM SPA,20,media,over20y
315838,17.10703994,40.83102517,S,Bari, RAG. PIETRO GUARNIERI - FIGLI - S.R.L.,10,media,over20y
3076378,16.69147806,41.11197589,S,Bari, ECEPLAST S.R.L.,22,media,10y-20y
7487033,16.41197379,41.15966882,U,Bari,CASEIFICIO MALDERA CASEIFICIO MALDERA S.R.L.,10,media,5y-10y
41867,16.87499235,41.09181205,U,Bari, VINCENZO ZUCCHI - SOCIETA PER AZIONI,13,grande,over20y
104173,16.87242399,41.12195508,U,Bari, TEDDY - S.P.A.,14,grande,over20y
539745,17.0999635,40.94595435,S,Bari, ITALBOX S.R.L.,25,media,over20y
6882764,16.78308132,41.11372052,S,Bari, ZIP GFD S.P.A.,32,media,10y-20y
12795,16.58864686,41.19484891,U,Bari, GILARDONI SPA,26,media,over20y
2155178,16.61341,41.11456,S,Bari, BIRRERIA ITALIANA S.P.A.,11,media,10y-20y
894174,17.09859,40.8159,S,Bari, GI.MEL S.R.L.,14,media,over20y
250703,16.92292817,40.80187084,U,Bari, C.R.S. SOCIETA A RESPONSABILITA LIMITATA,25,media,over20y
114758,16.54969,41.21291,U,Bari, GABEL INDUSTRIA TESSILE S.P.A.,13,grande,over20y
12994969,16.87033808,41.12371938,U,Bari, LORIBLU SPA,15,media,2y-5y
488889,16.57364015,41.18828827,U,Bari, THUN S.P.A.,23,media,over20y
354620,16.77054,41.1097,U,Bari, LINDE GAS ITALIA S.R.L.,20,media,over20y
1089844,16.56072,41.19891,S,Bari, D.A.I. OPTICAL INDUSTRIES S.R.L.,32,media,10y-20y
640704,17.083951,41.03582816,S,Bari, AZIENDA AGRICOLA MASSERIA PEPE DI MARTINELLI GAETANO & C. S.N.C.,10,media,over20y
380332,17.26823657,40.96882749,S,Bari, S.R.B. COSTRUZIONI S.R.L.,25,media,over20y
10037409,16.8697169,41.12171568,U,Bari, INDUSTRIE TESTI S.P.A.,32,media,5y-10y
368941,17.0999635,40.94595435,U,Bari, MASTER S.R.L.,25,media,over20y
1284573,17.00654316,41.00932819,S,Bari, CARTON PACK S.R.L.,17,media,10y-20y
34853,16.87499235,41.09181205,U,Bari, CENTRO MATIC - S.P.A.,28,media,over20y
1384530,16.80531,41.12039,U,Bari, FEDRIGONI S.P.A.,17,grande,10y-20y
127394,16.86955306,41.12349913,U,Bari,STEFANEL STEFANEL - S.P.A.,14,grande,over20y
96891,17.0999635,40.94595435,U,Bari, IFAC S.P.A.,29,media,over20y
2252439,16.91365,40.99493,U,Bari, FFI GLOBAL SRL,14,media,10y-20y
75598,16.854039,41.10772696,U,Bari, ESSILOR ITALIA SOCIETA PER AZIONI,26,media,over20y
361860194,16.87174889,41.11929079,S,Bari, ILA LATERIZI S.R.L.,23,media,2y-5y
271998,16.98983,41.00975,S,Bari, RONZULLI S.P.A.,17,media,over20y
462191,16.870509,41.12405303,U,Bari, ANTRESS INDUSTRY SPA ABBREVIABILE IN ANTRESS SPA,14,media,over20y
7588432,16.77567795,41.07912707,U,Bari, ITALCEMENTI FABBRICHE RIUNITE CEMENTO S.P.A. BERGAMO,23,grande,over20y
68700,16.87499235,41.09181205,S,Bari, BREDA FUCINE MERIDIONALI - S.P.A.,24,media,over20y
89327,16.40952189,41.14674617,S,Bari, METAL-ARTE S.R.L.,25,media,over20y
117149,16.82555154,41.09270958,U,Bari, OLIVETTI S.P.A.,28,grande,over20y
2200187,17.11856,40.85278,U,Bari, DAMBRUOSO FRANCESCO S.R.L.,10,media,10y-20y
7487033,16.40730701,41.154389,U,Bari,CASEIFICIO MALDERA CASEIFICIO MALDERA S.R.L.,10,media,5y-10y
175814,17.21733352,40.82713706,U,Bari, BIOTECNICA INSTRUMENTS - S.P.A.,26,media,over20y
99735,16.79539774,41.08228038,U,Bari, SAIT ABRASIVI S.P.A.,23,grande,over20y
2569443,16.87499235,41.09181205,U,Bari, BIRRA PERONI S.R.L.,11,grande,10y-20y
373015,17.11592,40.97712,U,Bari, CIAO GELATI - S.R.L.,10,media,over20y
9096219,16.92376589,40.96037677,U,Bari, MIROGLIO FASHION S.R.L.,14,grande,5y-10y
336856,16.44017,40.82221,S,Bari, DEFINO & GIANCASPRO S.R.L.,28,media,over20y
71461,16.61456949,41.08879445,U,Bari, BAYER CROPSCIENCE S.R.L.,20,grande,over20y
332486,17.0887728,40.81352543,S,Bari, ICAM S.R.L.,31,media,over20y
5726323,16.93110939,41.07139911,U,Bari, V2 S.P.A.,27,media,10y-20y
5653539,16.92557,40.79628,U,Bari, ANSALDO NUCLEARE S.P.A.,25,media,over20y
373015,17.0999635,40.94595435,U,Bari, CIAO GELATI - S.R.L.,10,media,over20y
3771365,17.29759723,40.95213298,U,Bari, LUISA SPAGNOLI S.P.A.,14,grande,10y-20y
2324421,16.78695385,41.08619933,U,Bari, ALMA S.P.A.,13,media,10y-20y
9771195,16.9280637,41.09767032,U,Bari, M.K.M. S.R.L.,14,media,10y-20y
210856,16.82162569,41.00730639,U,Bari, HENRAUX - S.P.A.,23,media,over20y
931036,16.5506,40.8385,U,Bari, MAX DIVANI SOCIETA PER AZIONI IN SIGLA MAX DIVANI S.P.A.,31,media,over20y
351792973,16.83515691,41.12226234,S,Bari, CANSIGLIO DUE S.P.A.,14,media,over20y
103752,16.75475,41.10452,U,Bari, MARAZZI GROUP S.R.L.,23,grande,over20y
547869,16.56279224,40.82850718,S,Bari,ALTAFLEX SRL ALTAFLEX S.R.L.,31,media,10y-20y
873550,16.87038471,41.12346981,U,Bari, RUCOLINE S.P.A.,15,media,over20y
3095731,16.54403479,40.82857094,S,Bari, PROJECT - 2000 S.R.L.,31,media,10y-20y
96992,16.83691,40.89565,S,Bari, MAGLIFICIO SANTACATERINA S.P.A.,14,media,over20y
6426361,17.13168,40.85032,U,Bari, ESAOTE S.P.A.,26,grande,5y-10y
1279443,16.92353,41.06436,U,Bari,IMPERIAL IMPERIAL S.P.A.,14,grande,over20y
75383,16.5056578,41.23584879,U,Bari, SCHINDLER - SOCIETA PER AZIONI,28,grande,over20y
462191,16.54969,41.21291,U,Bari, ANTRESS INDUSTRY SPA ABBREVIABILE IN ANTRESS SPA,14,media,over20y
1291045,16.54969,41.21291,U,Bari, A.G.B. COMPANY S.P.A.,14,media,10y-20y
1550505,16.41141,41.17378,S,Bari, C.M.A. - COSTRUZIONI MONTACARICHI ED ASCENSORI - SOCIETA A RESPONSABILITA LIMITATA,28,media,10y-20y
630584,16.8703079,41.12405156,U,Bari, HARMONT & BLAINE S.P.A.,14,grande,over20y
2200187,17.107,40.84004,S,Bari,CASEIFICIO ARTIGIANA DAMBRUOSO FRANCESCO S.R.L.,10,media,10y-20y
275913,16.87034408,41.12365338,U,Bari, ERREBI - S.P.A.,15,media,over20y
1263763,17.272388,40.96655298,U,Bari, PORCELLANE DI MONOPOLI SOC.COOP. PER AZIONI A RESPONSABILITA LIMITATA,23,media,10y-20y
9096219,16.86959893,41.12341286,U,Bari, MIROGLIO FASHION S.R.L.,14,grande,5y-10y
245989,16.8684291,41.05257523,U,Bari, AIMEE - S.P.A.,14,media,over20y
116840,16.82234426,41.10729874,U,Bari, IMAP EXPORT S.P.A.,14,media,over20y
547869,16.55297125,40.82949923,U,Bari, ALTAFLEX S.R.L.,31,media,10y-20y
373015,17.10801,40.97677,S,Bari, CIAO GELATI - S.R.L.,10,media,over20y
86211,16.92376589,40.96037677,U,Bari, GOLDEN LADY COMPANY SOCIETA PER AZIONI,14,grande,over20y
3771365,16.85955819,41.10348918,U,Bari, LUISA SPAGNOLI S.P.A.,14,grande,10y-20y
1222030,16.82036281,41.11370246,S,Bari, BARI FONDERIE MERIDIONALI S.P.A. DETTA IN BREVE BFM S.P.A.,24,media,10y-20y
554260,16.75147,40.78457,U,Bari, NATUZZI S.P.A.,31,grande,over20y
12954135,16.54374172,40.82920345,S,Bari, ARTE IMBOTTITI SOCIETA A RESPONSABILITA LIMITATA,22,media,2y-5y
17783,16.9991,41.08292,U,Bari, OBER ALP S.P.A.,14,grande,over20y
849965,16.55935,41.21923,U,Bari, GAUDI TRADE S.P.A.,14,media,10y-20y
168113,16.75881,41.09138,U,Bari, LORANDI S.P.A.,32,media,over20y
82321,16.86602548,41.09228136,U,Bari, TOTALERG S.P.A.,19,grande,over20y
8374470,16.78695385,41.08619933,U,Bari, IVECO S.P.A.,29,grande,5y-10y
350329,16.79305,41.10248,S,Bari, MASMEC - S.P.A.,26,media,over20y
529377,16.68154,41.01611,U,Bari, UNICALCESTRUZZI S.P.A. SIGLABILE UNICAL S.P.A.,23,grande,over20y
554260,16.75155495,40.78223139,U,Bari, NATUZZI S.P.A.,31,grande,over20y
350329,16.75475,41.10452,U,Bari, MASMEC - S.P.A.,26,media,over20y
78726,16.7794229,41.08881527,U,Bari, PIERALISI MAIP SOCIETA PER AZIONI,28,grande,over20y
50645,16.86568779,41.09532707,U,Bari, ERICSSON TELECOMUNICAZIONI - SOCIETA PER AZIONI,26,grande,over20y
86211,16.87499235,41.09181205,U,Bari, GOLDEN LADY COMPANY SOCIETA PER AZIONI,14,grande,over20y
138586,16.65261875,41.04101075,U,Bari, ROMANA CHIMICI - S.P.A.,20,media,over20y
347056,16.92557,40.79628,U,Bari, AC BOILERS S.P.A.,25,grande,over20y
1263763,16.875056,41.10065603,S,Bari, PORCELLANE DI MONOPOLI SOC.COOP. PER AZIONI A RESPONSABILITA LIMITATA,23,media,10y-20y
140536,9.16708941,45.48023611,S,Milano, CONCERIA STEFANIA S.P.A.,15,media,over20y
630408,9.17686868,45.45816522,U,Milano, BOTTEGA VERDE - S.R.L.,20,grande,over20y
226949,8.86222705,45.46060929,U,Milano, SABIANA S.P.A.,28,media,over20y
226203,9.33893811,45.57381342,U,Milano, ECOLAB S.R.L.,20,media,over20y
9764165,9.23379216,45.55737113,U,Milano, MEC ITALIA ENGINEERING SAS DI BOFFELLI FAUSTO & C.,25,media,5y-10y
187290,9.27101,45.56225,U,Milano, LUIGI FEDELI E FIGLIO S.R.L.,14,media,over20y
12878076,9.320753,45.364741,U,Milano, VIGHI SECURITY DOORS S.P.A.,25,media,2y-5y
28159,9.19885078,45.46836335,U,Milano, LA.I.PE. - LAVORAZIONE ITALIANA PELLETTERIE - S.P.A.,15,media,over20y
20560,9.04335077,45.42933467,U,Milano, NASTROFLEX S.P.A.,23,media,over20y
243338,9.054005,45.416688,U,Milano, S.I.I.T. S.R.L.-SERVIZIO INTERNAZIONALE IMBALLAGGI TERMOSALDANTI,10,media,over20y
135546,9.34087,45.512085,U,Milano, RI.TRA.MA. RINK TRADING AND MANUFACTURING S.P.A. E  IN ABBREVIATO  RITRAMA S.P.A.,17,grande,over20y
7511899,9.03232696,45.53113509,U,Milano, SACCHITAL S.P.A.,17,media,5y-10y
457257,9.08464166,45.52509605,U,Milano, NUNCAS ITALIA S.P.A.,20,media,over20y
140536,8.77462344,45.54797107,U,Milano, CONCERIA STEFANIA S.P.A.,15,media,over20y
547589,9.497909,45.531874,U,Milano, MICROTEL TECNOLOGIE ELETTRONICHE SPA,26,media,over20y
664922,9.19477088,45.47194475,U,Milano, PAKERSON INDUSTRIE CALZATURE FIORENTINE S.R.L.,15,media,over20y
2103668,9.16511124,45.46701694,S,Milano, INOXFUCINE S.P.A.,25,media,10y-20y
319566,8.84255796,45.48208164,U,Milano, CANTONI & C. S.P.A.,29,media,over20y
111071,9.04190378,45.53248906,S,Milano, GIUSEPPE CITTERIO SALUMIFICIO S.P.A. IN BREVE GIUSEPPE CITTERIO S.P.A.,10,grande,over20y
101497,9.34156269,45.5685062,U,Milano, ATAM S.P.A.,27,media,over20y
245989,9.19286717,45.47003222,U,Milano, AIMEE - S.P.A.,14,media,over20y
66721,8.92822587,45.61462725,S,Milano, CAPPERI SRL,29,media,over20y
104272,9.15347685,45.48934211,S,Milano, SAMPLA BELTING S.R.L.,22,media,over20y
10078484,9.18388967,45.47216011,U,Milano, BORMIOLI ROCCO S.P.A.,23,grande,5y-10y
12134,9.17593563,45.38194837,U,Milano, CESARE LANDI SRL,32,media,over20y
221819,9.27479483,45.49699875,U,Milano, CARRARO S.R.L.,28,media,over20y
9096219,9.33014,45.54838,U,Milano, MIROGLIO FASHION S.R.L.,14,grande,5y-10y
87887,8.79645,45.40633,U,Milano, TAKEDA ITALIA S.P.A.,21,grande,over20y
443744,9.18505312,45.48142905,S,Milano, DS SMITH PACKAGING ITALIA S.P.A.,17,grande,over20y
185823,9.17712522,45.65615852,U,Milano, COLOMBO STILE S.P.A.,31,media,over20y
100032,9.09102338,45.5319768,S,Milano, S.C. JOHNSON ITALY S.R.L.,20,media,over20y
435235,9.31592222,45.49615085,U,Milano, SILANOS S.R.L.,28,media,over20y
792216,9.20088983,45.48230618,S,Milano, COLOR PROJECT EUROPEAN S.R.L.,32,media,over20y
1218393,9.18781705,45.4630177,S,Milano, BAKERY PRINCI S.R.L.,10,media,10y-20y
336751,9.27178755,45.57810089,S,Milano, A.T.E. - ACCESSORI TECNICI ELETTROMECCANICI SAS DI GAMBERO DANIEL E & C.,27,media,over20y
95609,9.59965768,45.66750913,U,Milano, SMS INNSE S.P.A.,28,media,over20y
81205,9.18349645,45.47417764,S,Milano, O.R.I. MARTIN - ACCIAIERIA E FERRIERA DI BRESCIA S.P.A. IN SIGLA O.R.I. MARTIN S.P.A.,24,grande,over20y
28281,9.33338754,45.48964188,S,Milano, NEXANS INTERCABLO S.P.A.,27,media,over20y
1108890,9.01366943,45.57538649,S,Milano, PENTAIR WATER ITALY S.R.L.,28,media,over20y
6420572,9.29720463,45.42468114,U,Milano,LOVABLE DBAPPAREL ITALIA S.R.L.,14,grande,5y-10y
584953,9.15347685,45.48934211,S,Milano, EUROTEL S.P.A.,26,media,over20y
353357,8.77929321,45.62992899,S,Milano, CONFEZIONI GARDA S.R.L.,14,media,over20y
199686,9.25504876,45.65487304,U,Milano, PARA S.P.A.,13,grande,over20y
9096219,8.91858,45.59847,U,Milano, MIROGLIO FASHION S.R.L.,14,grande,5y-10y
6590558,9.13884,45.6438,S,Milano, TASK TEAM SOCIETA COOPERATIVA,27,media,10y-20y
1021197,9.18548829,45.46152426,U,Milano,DIXIE DIXIE S.R.L.,14,media,10y-20y
110735,8.84064433,45.65178963,S,Milano, ISABELLA S.R.L.,14,media,over20y
182391,9.30565105,45.64235899,U,Milano, TUBI THOR S.P.A.,22,media,over20y
108095,9.03154777,45.38331085,U,Milano, CO.S.MET S.R.L. COSTRUZIONI SCAFFALATURE METALLICHE,31,media,over20y
6007902,9.50022623,45.5887514,S,Milano, MAUSER ITALIA S.P.A.,22,media,10y-20y
58630,9.13685064,45.39887765,U,Milano, TOZZI SOCIETA PER AZIONI.,27,grande,over20y
135678,9.20776464,45.46034442,S,Milano, GALLAZZI S.P.A.,22,grande,over20y
2918305,9.19415535,45.47136132,U,Milano, SAFILO - SOCIETA AZIONARIA FABBRICA ITALIANA LAVORAZIONE OCCHIALI - S.P.A. - IN BREVE SAFILO S.P.A. -,32,grande,10y-20y
45567,9.0248738,45.32674211,U,Milano, LOREAL ITALIA S.P.A.,20,grande,over20y
10197931,9.01899085,45.57770074,U,Milano, MARIO FRIGERIO S.P.A.,28,media,5y-10y
12997006,9.14431154,45.48306449,S,Milano, SIIRTEC NIGI S.P.A.,28,media,2y-5y
569653,9.21703995,45.44175606,S,Milano, APERAM STAINLESS SERVICES & SOLUTIONS ITALY SRL,25,media,over20y
290988,9.14024721,45.46742224,U,Milano, SOCIETA ITALIANA PRODOTTI ALIMENTARI S.I.P.A. S.P.A.,10,grande,over20y
5017597,9.19825279,45.46525055,U,Milano, BONOTTO S.P.A.,13,media,10y-20y
147735,9.29500252,45.49101158,U,Milano, API ANONIMA PETROLI ITALIANA - SOCIETA PER AZIONI,19,grande,over20y
157037,9.11782997,45.48016902,S,Milano, MANIFATTURA A.TESTORI DI G. S.P.A.,13,media,over20y
630408,9.2780372,45.3838531,U,Milano, BOTTEGA VERDE - S.R.L.,20,grande,over20y
442895,9.25534032,45.4142091,U,Milano, RUREDIL S.P.A.,20,media,over20y
71593,8.96516232,45.59697221,U,Milano, MÃƒÅ“STER E DIKSON SERVICE SPA E IN FORMA ABBREVIATA MÃƒÅ“STER & DIKSON SPA,20,media,over20y
35689,9.1888453,45.46562399,S,Milano, POLITEX S.A.S. DI FREUDENBERG POLITEX S.R.L.,13,grande,over20y
37071,9.16825207,45.46754547,U,Milano, SAES GETTERS S.P.A.,26,media,over20y
82321,9.40539,45.52257,U,Milano, TOTALERG S.P.A.,19,grande,over20y
206145,9.20509,45.48126729,S,Milano, ALESSIO TUBI - S.P.A.,24,media,over20y
10320,9.41459895,45.63894259,U,Milano, ARES S.R.L.,27,media,over20y
6841387,8.93203,45.48173,U,Milano, STELMI ITALIA S.P.A.,24,media,5y-10y
826070,9.60661935,45.66761952,S,Milano, CATTANEO MECCANICA S.P.A.,25,media,over20y
9096219,9.22733283,45.56046464,U,Milano, MIROGLIO FASHION S.R.L.,14,grande,5y-10y
94902,9.06855619,45.52119163,S,Milano, CARRIER REFRIGERATION OPERATION ITALY S.R.L.,28,media,over20y
453357,9.14450074,45.48221794,S,Milano, ROHM AND HAAS ITALIA S.R.L.,20,media,over20y
729875,9.19463267,45.46774779,U,Milano, ONWARD LUXURY GROUP SPA,14,grande,over20y
1231051,9.21190961,45.46924229,S,Milano, VERVERIS S.R.L. - IN LIQUIDAZIONE,25,media,10y-20y
47547,9.28504481,45.52559101,U,Milano, REDAELLI TECNA S.P.A.,25,grande,over20y
3662727,9.22740284,45.4709079,U,Milano, MIDALI S.R.L.,14,media,10y-20y
64184,9.12026183,45.40340592,S,Milano, M.G.M. MOTORI ELETTRICI S.P.A.,27,media,over20y
5048860,9.19299055,45.46676555,S,Milano, ECOLAB PRODUCTION ITALY S.R.L.,20,media,over20y
842781,9.15220962,45.56829816,U,Milano, MATICA SYSTEM S.P.A.,28,media,over20y
239157,9.15186089,45.40983429,S,Milano, NESTLE ITALIANA S.P.A. IN FORMA ABBREVIATA NE.IT. S.P.A.,10,grande,over20y
607887,9.24645563,45.56220875,U,Milano, PIRELLI TYRE SPA,22,grande,over20y
601517,9.14679195,45.45462825,S,Milano, SAINT-GOBAIN SEKURIT ITALIA S.R.L.,23,grande,over20y
93200,9.23947636,45.52066362,U,Milano, ALSTOM GRID S.P.A.,27,grande,over20y
9096219,9.17283622,45.45564844,U,Milano,ELENA MIRO' MIROGLIO FASHION S.R.L.,14,grande,5y-10y
9813410,9.17235499,45.38441495,S,Milano, HAFLIGER FILMS S.P.A.,22,media,5y-10y
589440,8.88559606,45.4009084,U,Milano, BETONROSSI S.P.A.,23,media,over20y
115342,9.23702,45.61221,U,Milano, BRUGOLA O.E.B. INDUSTRIALE S.P.A.,25,grande,over20y
262978,9.19815721,45.46744635,U,Milano, NUOVA CENTAURO S.R.L.,15,media,over20y
210081,9.12685767,45.59046129,U,Milano, S.I.T.E.M. - S.P.A.,25,grande,over20y
324228,9.35870849,45.65014921,S,Milano, I.P.A. INDUSTRIA PORCELLANE S.P.A.,23,media,over20y
255042,9.3299454,45.56799868,U,Milano, VSP FASTENERS S.P.A.,25,media,over20y
114758,9.16771264,45.48198734,U,Milano, GABEL INDUSTRIA TESSILE S.P.A.,13,grande,over20y
8435041,9.3287004,45.57928797,U,Milano, FPZ S.P.A.,28,media,5y-10y
1983957,9.19661078,45.47035465,U,Milano, BRUNELLO CUCINELLI S.P.A.,14,grande,over20y
366844542,9.27741433,45.48535161,U,Milano, OPEN.CO SOCIETA COOPERATIVA,16,grande,0y-1y
30148,9.44315719,45.61395579,U,Milano, UNION FOAM S.P.A.,22,media,over20y
114758,9.26572,45.49099,U,Milano, GABEL INDUSTRIA TESSILE S.P.A.,13,grande,over20y
365072719,9.18505312,45.48142905,S,Milano, DS SMITH PAPER ITALIA S.R.L.,17,media,1y-2y
118633,9.25214,45.62644,U,Milano, CLEAF SPA,16,media,over20y
664942,9.42149455,45.4977113,U,Milano, MAGLIFICIO RIPA S.P.A.,13,media,over20y
618783,9.25828815,45.41182592,U,Milano, GIELLE DI GALANTUCCI LUIGI,28,media,over20y
488889,9.086559,45.43349495,U,Milano, THUN S.P.A.,23,media,over20y
474089,9.24319655,45.45223196,U,Milano, PROJECT AUTOMATION S.P.A.,26,media,10y-20y
3117392,9.28588185,45.4810733,U,Milano, HOLCIM AGGREGATI CALCESTRUZZI S.R.L.,23,media,over20y
236421,8.97045913,45.50071299,U,Milano, BIESSSE TAPE SOLUTIONS S.P.A.,22,media,over20y
243338,9.06526744,45.42084804,U,Milano, S.I.I.T. S.R.L.-SERVIZIO INTERNAZIONALE IMBALLAGGI TERMOSALDANTI,10,media,over20y
620814,9.23728775,45.6641288,S,Milano, STAUBLI ITALIA S.P.A.,28,media,over20y
9567190,9.20036116,45.43761923,U,Milano, SIVANTOS S.R.L.,26,media,5y-10y
704937,9.03782586,45.63445684,U,Milano, S.P.I.I. S.P.A.,27,media,over20y
427254,9.53399504,45.56334091,U,Milano, RODACCIAI S.P.A.,24,grande,over20y
21393,9.23138277,45.52327885,U,Milano, BASELL POLIOLEFINE ITALIA S.R.L.,20,grande,10y-20y
12985631,9.02456256,45.61191713,S,Milano, B.P.T. BORRONI POWERTRAIN S.R.L.,28,media,2y-5y
200259,8.99992268,45.5489074,U,Milano, LA MURRINA SPA,27,media,over20y
65611,9.03117678,45.59651874,S,Milano, GARAVAGLIA - S.P.A.,24,media,over20y
61732,9.17078485,45.59069086,U,Milano, ANDREOTTI FOTOINCISIONI S.R.L.,18,media,over20y
857270,9.18856717,45.46428,U,Milano, VICINI S.P.A.,15,media,over20y
588876,9.40074496,45.58022055,U,Milano, BABCOCK WANSON ITALIANA S.P.A. IN FORMA ABBREVIATA BABCOCK WANSON S.P.A.,25,media,over20y
70065,9.35774875,45.5944236,S,Milano, O.M.A. S.R.L.,28,media,over20y
206116,9.13991131,45.49551662,S,Milano, BAYER MATERIALSCIENCE S.P.A.,22,media,over20y
38844,9.03846,45.59137,U,Milano, SOCIETA AZIONARIA PER LINDUSTRIA CHIMICA ITALIANA S.A.P.I.C.I. S.P.A.,20,media,over20y
348115,9.15084566,45.44491968,U,Milano, GIEMME BRANDSCORPORATE S.P.A.,14,media,over20y
